uncleanedreview,decision
Battery wouldn't hold a charge for even a full day. tried buying replacement batteries from other companies had same problems. If trying to use bluetooth with any of the batteries phone would shut off and not turn back on unless you removed and put the battery back in. Tried to return to the seller: Dealscaly but they refused. Wasted my money.,negative
"My sweetheart had one of these since 2005. Recently, the phone ceased being capable of charging its battery (even a new one). I secretly suspect that she had plugged an unauthorized charger into it, ruining the charger electronics. Her contract with Verizon was well past two years, so she was eligible for a free phone. We looked on Verizon.com and everywhere on the internet, but she could not find a phone like her pink Motorola RAZR phone. My sweetheart wanted a pink RAZR phone just like the one she had. This product filled the bill exactly. It is the spitting image of her old phone and every feature works great. It was thoroughly clean outside and all previous numbers and data had been removed inside. She loves her `new' (reconditioned) phone! My sweetheart is 76.",positive
Definitely was able to use this phone for awhile.,positive
"Still a fun old school phone, still has that click open cache.",positive
"This phone was in GREAT condition! I appreciate the seller, saling the item they advertised. I received it in a great amount of time. I would advise anyone that want to buy used electronics to use this seller. I am more that satisfied and look for to using them possibly in the future.",positive
"The phone was fine. We had it turned on and contacts switched over. The cover of the battery would not stay on, and the charger that came with the phone did not work. We had an old charger for a RAZR to charge the phone. We are returning it and hoping to get another one. Would have been happier to have just switched out the backing and charger. I had contacted the company had no problem getting responses.",positive
"Purchased used - this review is not about the phone in particular, but in the one received from the seller. Additionally, due to time constraints I did not attempt to take advantage of any guarantees. Purchased for my wife - she was sick of her smartphone and wanted to go back to the past. It came with a charger and a battery. The charger was aftermarket, and the connector was of very low quality - it broke within a week or so. Because Motorola back in the day tried to force you to use ""genuine"" chargers, I had to get a Motorola charger. Then the batter stopped holding a charge a week or so after that. I believe there was a guarantee, but we had to go on a trip and didn't have time to wait - so I grossly overpaid for a batter at batteries plus. Things were going ok, but eventually the 0 button stopped working reliably a few months later, then the phone starting locking up a month or so after than. Several factory resets and hours later it was stable again, but only temporarily... Pretty sure we got a lemon. It is now in the trash. Moral of the story is that if you have issues, be sure to get ahold of the seller right away.",positive
I currently own an ALLTEL Motorola V3c. I love that phone and since Verizon disabled it I cannot use it. The V3c is nothing like the V3m. The battery needs to be on the charger at all times. This is the 2nd V3m I have purchased since my original phone was disabled and they are both junk. I will resign to the fact that this phone has NO extras and drains the battery continuously. I wish I could remove that star.,positive
"Exactly what I wanted. However, it was advertised as being purple, and arrived silver. OK for me as I like silver. Needed to buy battery as the one in the phone would not hold the charge very long.",positive
"The phone that I received was rated as being in ""very good"" condition yet the entire Get It Now/Media Store function refused to work. This is a problem that Verizon Wireless is aware of and has no plans to do anything about it. Details can be found in my review here: http://www.amazon.com/review/R3CD4BYNT4DA46/ref=cm_cr_rdp_perm (I'm not allowed to duplicate my own reviews.. even if it is for the same problem on essentially the same product). If downloads are important to you, beware because many older Verizon phones just can't do it anymore.. and the sellers don't seem to know anything about it. I sent four requests to four different sellers requesting information as to whether their phone's Get It Now/Media Store was removed and didn't get a single reply. I emailed the seller that I bought mine from, I was told that the phone was ""completely functional"" in spite of the fact that it was missing the Get It Now/Media Store (functionality that is contained in the description of the product). I was offered a refund but couldn't find a seller that would tell me if their phone worked or not.. so what's the point. Thanks a lot Verizon for breaking so many phones and thanks to the sellers that don't even know that the equipment they are selling doesn't work correctly (my seller didn't even have a Verizon account to test his phones with!). If you only make and receive calls and texts, this probably doesn't apply to you. If you want to use ANY of the phone's extended features (ringtones, music and video downloads or any application such as Navigator, Facebook, Backup Assistant, etc.), check with the seller to make sure the phone they're selling isn't suffering from the missing Get It Now/Media Store catalog problem. NOTE TO AMAZON: The material in this review is completely of my own composition and pertains to a number of Verizon phones. This review was composed first in Word to take advantages of Word's spelling and grammar checker, but was composed solely for use in Amazon's review section to review the specifically mentioned products (in this case the Verizon V3m in pink). Any similarities between this review and any other review that I have written is due to the fact that the problem that I detail in this review directly affects over 50 different phone models, not just the one I bought. Different products, exact same problem.",negative
I haven't had the phone turned on yet but it arrived on time and in great condition its for my 73 year old mom in law she is so excited about getting a new phone so prayerfully Verizon won't have any trouble turning it and transferring her old service to this phone.,positive
not happy,negative
"I often have trouble doing a review - sometimes it works and sometimes it doesn't. I am pleased with my experience with this seller. The item was just as described, shipped in a very reasonable time frame and the price was reasonable.",negative
I have had 4 of these at a time on my family plan over the years and needed to replace a lost Razr and let me I was not disappointed in getting this Razr. Always reliable and small enough to fit in the smallest pockets!,positive
Dead battery basically worthless,negative
"I replaced my older RAZR V3m that I dropped on concrete with this exact duplicate. It's a great little phone if you don't want or need all the bells and whistled. And for the price, a very good deal.",positive
"I can find no other cell phone as durable as the RAZR. SInce I don't need a Smart Phone in my life, the metal case makes this my #1 Choice. I hope the cell systems always provide support so I can keep on using the phone I swear by.",positive
Very disappointed to find out from Verizon that this is not a Verizon phone. Feels like I just handed over money for nothing.,negative
"My dad loves his razor so Mich, o had to find a replacement one when his quit working.. Thank you amazon for still having one!!",positive
"Loved it and had it for a long time until Verizon wouldn't give me good service. I was persuaded to change, otherwise I would've kept it forever.",positive
okay but I had to order a new battery which I did through Amazon and it was brand new and it works great now.,positive
"Ended up in the trash --- had charging problems, took it in to Verizon, and the charger outlet in the phone was broken.",negative
Its a pre paid phone so was unable to activate it through our provider. Wish I would have known :(,positive
GREAT TO TROLL WITH,positive
"I originally bought this phone 6 or 7 yrs. ago and I loved it. I must have dropped it a gazillion times and it worked great for the first five or so years. I had to pray over it to get it to last the additional year. I really did pray over it. The screen finally gave out and I was no longer able to see anything, although I could still make and receive calls. If I put my SIM card in my other phone I could read my texts. After a month or so of that, I broke down and order this phone from Amazon. It was in good working condition, however, it was a Sprint phone (not mentioned in description by the seller) and I have T-Mobile. Luckily I bought a Samsung Exhibit, while I was waiting for the phone to arrive (I planned to give the Moto to my daughter). The Samsung is great, it was definitely time for me to upgrade, but there are some things that the 'ol Moto does that the fancy new Samsung doesn't. For example, the alarm will still go off on the Moto even when the phone is turned off. I liked that feature, because I like to turn my phone off a night to save battery, but know that my alarm will still wake me up in the morning. So basically, if you need a phone to do just about everything except download apps, this is the phone to get.",positive
The phone can not work very well. Battery runs out so fast. I need to charge it everyday even I didn't make any calls and receive any calls. My friends always complain a lot of noises. I need to switch to other Verizon phone to be able hear well.,negative
I needed a simple but uesful phone. If you don't need a smart phone but one that is waht phones were ment to be this one is good.,positive
"I guess you get what you pay for (t was used, and refurbished). It was a real bargain. However it took about 6 months to break.",positive
I needed to get a basic phone and this one meets my expectation. I would recommend this phone as a good basic phone.,positive
My dad used the parts from this to make another cell phone work and it works great! Got here very fast too!,positive
"The Razor was clean and it very good condition, works well!",positive
"I got this to replaced a device I had (lost?) in a hospital. It arrived quickly was easy to reload with my phone book and took care of my needs until I was discharged.... Then I wanted it to link to my vehicle's Kenwood. I mean my previous (older) one did. Would not work, so I stopped at the local Verizon where the associate pulled out his smarter phone and quickly said, ""Your Bluetooth isn't working, no signal"". So that where I am, wish the sellar had fully check it out before selling (well I thought that was implied)!",positive
"the * button didnt work, but i paid 31 shipped, so i didnt want to give up that easy when i couldnt call *228 for verizon, but got it working. the seller left a few things out about the phones cosmetic blems, but the phone itself is sweet and for $31 shipped not only do you get what you pay for, its sharp for being a non smart phone. i got sick of replacing expensive phones and saving $30 a month for other things. the reason most this phone has such horrible reviews is due to the few crummy scam artist. take from it what you will.",negative
Great,positive
it was in very good condition for its age.,positive
I love my phone. It is a new one. I wish I could download songs. But Verizon stopped that. But I still love it.,positive
Excellent,positive
Like brand new,positive
i love my phone,positive
i love this phone but mostly i love the fact i paid $20. for it. i hate the idea of spending half a paycheck (500) on a device that lets people contact me at all hours of the day. plus i have already dropped it over 6 times and its still good,positive
So far so good.phone came in pristine condition cosmetically.all buttons working perfectly.newly manufactured battery (Chinese made).only down side is very small font size with no adjustments possible.otherwise its a mint old school razr and I love it.after 2weeks the supplied battery stopped taking a charge.the seller gave me a refund.picked up an aftermarket battery and the phone is fine.quick service no questions asked.,positive
Nice basic phone. It is just a little too out dated. Reception is a little poor but if that is the phone you want it was in good condition.,positive
works like it should. The battery was not good but that is a minor issue.,positive
thank you,positive
Not the condition it was stated to be in. Barely holds a charge on the battery. Disappointed in this purchase.,negative
The phone was great and the seller did a good job,positive
Much better than I expected for being used. Bought one mew last year an you couldn't tell the difference between the two.,positive
BEST BANG FOR THE BUCK.,positive
I wish i could customize it a but more-front screen and all that- but its a flip phone and i like it. Battery isnt the best. Especially for a basic phone. I activated it on verizon prepaid plan no trouble at all with the DEC instead of an imei. I thing it was like quality used phones? I do love it so far,positive
Was dirty but worked fine.,negative
"One of the best phones I have owned, this is my THIRD one ever since Motorola came out with it.",positive
We still have these type phones in our family and I'm glad we found one. We keep this one in reserve in case the others bomb out on us in the future. You really can't get these anymore and we don't want the new kind at this time.,negative
thank you for the corrections that you made on my order & for sending the rest of my items very very quickly. i will def recommend your store! thank you again.,positive
This is the second review it is the same as the first one . It worked well for the first two weeks not so well now. The condition of the phone cosmeticly is not desirable. However we are stuck with it and have to live with it. 😡,positive
"the phone is awesome, amazing, and easy to read. the signal and function is special. i just love this phone, and will order many more products from you.",positive
"I still need to upgrade , but my razr needed replacing. This one saved me a lot of money Thanks",positive
This was bought as a new in the box and it was new. They did not disclose that the manual was not in the box. The phone works great,positive
"this being the 2nd phone in the past 2 weeks that we have bought, we were once again let down. It arrived in a timely manner but the battery wouldn't charge AT ALL. The buttons on the side were loose and it was supposed to be a brand new phone. The seller was very apologetic when we contacted him about the phone and we are able to return it for a refund. Maybe we just got a lemon. That would be our luck..",positive
Actually it doesn't even deserve 1 star. Very disappointed. It will not hold a charge at all..thanks a lot for selling me a piece of crap.🙁,negative
"The V3m is still one of the best non-smart phones available. Long battery life, invisible in a pocket, no issues with call loss. All the bases covered. Whats not to like. Great phone!",negative
it does the job. a old type model.small phone and small screen.but it does the job.the razor v3m. was a good phone then but your choices are limited to what is a basic phone today,positive
"gets good signal and good sound ez to use , i loved this phone. and now they are making me type more stuff so they will post it and i HATE this !",positive
"Excellent service, I called them about an issue and they went above and beyond to help solve! Phone works great! Thank you!",positive
"I purchased a phone that was ""used, in good condition"". I paid extra for expedited 2 day shipping. After 4 days the phone had not yet shipped. I emailed the contact inquiring when the product would ship but received no response. When the product finally arrived I discovered that the key pad did not work, I could only intermittently key in a command and when I did hit send for *228, to activate it with Verizon, the phone never actually rang but simply hung up. In addition, the screen would freeze up and go between frozen to blank white. Terrible responsiveness, show shipment, defective product. And the most frustrating piece of this was that I selected this seller specifically b/c they had received high marks for ALL of these characteristics in all of the previous reviews other than one 3 of 5 for slow shipment. This is very frustrating!",negative
Missing center button and no charger.,negative
"Through no fault of the resellers (and unbeknownst to most of them), many of the older Verizon phones MAY have their Get It Now/Media Store rendered unusable. This takes away the ability to download music, ringtones, videos and ANY applications (such as Backup Assistant, VZ Navigator, games, weather, maps, etc.) from Verizon. Back in late March, 2011, Verizon pushed an update to all their phones and any of the older phones that were not activated at the time lost the Get It Now/Media Store catalog with no way to retrieve it through future updates. Verizon will tell you that you can take it to a store to get it flashed to restore the Get It Now/Media Center catalog, but it seems that basically none of the stores have the ability to actually flash phones (there was a report of a store in South Carolina that could flash phones..). More information (including official input from Verizon employees) can be found on Verizon's support community forum site (search for ""Error Cannot retrieve catalog... (3328) Backup Asst..""). If you only use your phone to make calls and/or text, this information does not apply to you. If you DO use Get It Now/Media Store, you will probably want to check with the seller to make sure that the phone's Get It Now/Media Store works.. or you might end up with a Get It Not. NOTE TO READERS: My purchase and experience was with a Verizon V3m in pink. After numerous hours talking with Verizon's tech support and multiple emails, I was able to determine that the exact same problem was happening to many older Verizon phones (there were more than 50 models by LG, Motorola, Samsung, Nokia and others specifically listed in their forum). I am not affiliated with anyone. NOTE TO AMAZON: The material in this review is completely of my own composition and pertains to a number of Verizon phones. This review was composed first in Word to take advantages of Word's spelling and grammar checker, but was composed solely for use in Amazon's review section to review the specifically mentioned products (in this case the Verizon V3m in silver). Any similarities between this review and any other review that I have written is due to the fact that the problem that I detail in this review directly affects over 50 different phone models, not just the one I bought. Different products, exact same problem.",positive
I bought this phone for my great aunt because it was something simple for her rather than the o ne she had at the time. It charges fast and the battery lasts all day. I recommend it to anyone who is looking for a simple easy to use flip phone,positive
"I purchased these 2 additional phones as replacements for the current ones my sweetheart keeps destroying....over & over & over. I purchased the originals in 2009. He destroyed his 1st one (temper..temper..) in 2010. So I traided and gave him mine so he could go on a trip and be in touch if needed. On returning, that phone was run over...bummer! Replaced 2 more, Yup, his was accidentally dumped into a glass of fortified grapefruit juice.(that doesn't work well) I bought another one for him which he still has (so far). So, I decided to buy 2 more and keep them in stock for insurance. One thing I am disappointed with is they come with a $10.00 (30 Day) initial allotment but that is not added to your balance when you have to replace the phone. Oh well! I like these phones because I can get the service for $100.00 a year for now. We only use them for emergency so I re-fill both of them once a year. I just don't think anyone can get better service for that amount. I gave it 3 stars because I / we don't use all the bells and wistles it is capable of and it doesn't come close to being in competition with many other phones but I can take pictures, not the greatest quality but still OK. and e-mail. It's capable of internet connection if needed but that eats up minutes instantly. It has more capabilities also but being financially restricted I just keep expenses as minimal as possible. (K.I.S.S.) These are OK phones and for emergencies it takes care of that requirement. The cell service itself is normal & adequate. Yes I would recommend it to anyone as an emergency phone.",positive
"I got this for my mom and she's thrilled. We switched from Verizon about half a year ago to another carrier. However, due to reception issues, we switched her back to verizon, but this time prepaid. The prices for Verizon's prepaid per minute are not as great as the previous carrier, but this phone is great! It's almost identical to my mom's contract samsung phone, which lasted her years, except this phone is a little more up to date. The reception is just as great as it was with our contract phones too. It's a great basic phone, and if you told me it was a contract phone I would believe you in a second. It has a great feel to it as well. I'm very pleased.",negative
"This phone has a lot of functionality. It is Very small. Great for an emergency pay-as-you-go phone which is what we were looking for at the time. Totally programmable and very easy to understand and manage online. I am sure if one wanted to call Verizon to activate and ask questions about the phone and service, it would be equally satisfactory. My experience is with online activation and teaching my elderly father to use this phone in an emergency. The ring is loud enough to be heard, the speaker is loud enough to be heard and it is small and functional.",positive
"Arrived on time or sooner,in original container as in any store.Also to my surprise ,included ""2"" Freebies ,an car charger and earplug....... Very fast registration with verizon wireless via the phone itself and also online for ""my account"".......Also includes call blocking and your phone id # stealthing.............. Beats Tracfone lol.....",positive
works well,positive
"MY MOM LOVES THIS PHONE, IT SERVED IT'S PURPOSE BUT WHEN WE CHECKED IT, SHE WAS USING ENOUGH MINUTES THAT A PLAN WAS CHEAPER SINCE CALL TO CALL FROM THE SAME COMPANY IS FREE.",positive
The only problem I have is getting a hold of the top to flip the top open to answer it but other then that it is an excellent phone I am happy with it.,positive
"It's got a camera, it's easy to figure out, it allows a thousand one, two, or three button shortcuts (which is overkill, but hey). For the price, it does more than I would've expected.",positive
"The phone was for my mother and she says it's works great! I would give it a 5 star, however, they sent the wrong kind of charger and we had to go out and get another one. Other than that, everything is great!",positive
WAS VERY HAPPY TO GET THE SAME PHONE THAT SOMEONE HAD STOLEN FROM ME GOD BLESS YOU FOR HAVING THIS PHONE,positive
Completely satisfied. Product works well. Shipping was prompt & was received by promised date. Very satisfied.,positive
"I had foolishly expected that something would come with it to let me know how to make it work. But there was nothing at all, and since I've never used a disposable phone, and don't have a regular cell phone, it's worthless to me. Thanks a lot..",negative
"a nice little phone, when all you need is a phone.",positive
bought it as a gift,positive
Easy to use - works well!,positive
pruduct has eye appeal & nice features.My oops was that I ordered it for my reachout wireless government phone line as an upgrade.I was not aware that verizon makes there own phones where reachout wireless does not & uses other companies phones.if you order a new verizon phone[verizon is reachouts carrier]they will not release that phone to any other company until you have completed a 6 month contract.if you have a reachout government assisted mobil phone & want to upgrade you are better off ordering one out of there website.the phone itself I liked & wish it would have worked for me.an easy 4 stars rating.Sk8rBoi,positive
its good and i am satisfied with my purchase. It has the basic phone functions which were my requirement from the phone.,positive
It was great!!! I was very happy!!!,positive
This phone might be OK for some purposes but was NOT suitable for Page Plus service. It was conveniently returned without problems,positive
"Crawfords Superstore advertised a cell that looked identical to my Verizon flip-top phone, with one exception ... this was a wireless device with online capability, which I don't want (yeah, I know!), I discovered this, reading the packaging, though they had clearly said 'wireless' phone in the ad. (Yeah, I know!) When the phone arrived, I realized my error, and contacted the seller immediately. I sent the phone back pronto. But I have received only generic responses from the seller, Crawfords Superstore, to my communications. Maybe they credited my credit card ... I hope so. But I thought I would get s o m e kind of acknowledgment. Too impersonal. Maybe I am dreaming, expecting communication. Could be; doesn't impress me.",positive
The item was not able to activate. Because the item was already activated by someone. I had to go Verizon service center and spent long time to cancel previous use and activate for my use. Please do clean business. Do not sell used one as a new.,positive
"This phone is fine if you just want to use the prepaid plans, but if you want to activate an existing account (which I did) verizon will not allow you to do that until you have used the prepaid plan on this phone for 6 months. Not for people with existing contracts looking for a cheap way to replace their broken or lost phones. Not too many used options on Amazon for cheap phones, it is better to go to ebay if you want a used phone",positive
You said there was no contract and you have to get a new one too use this !!!!!!!! I have a contract all ready and I just wanted to use this phone temporaley .So I bought this phone for nogthing Not happy !!!!!!!!!,negative
"cant be connected to verizon, the Meid number is in conflict with verizon, cannot use phone. is it possible to return",negative
I did not want a prepaid phone -- I wanted a Samsung U340 cell phone Verizon all purpose cell phone. I guess I would like an exchange this phone for a,positive
I received this phone so quickly I could hardly believe it! I would definitely order from you again!,positive
"If you just want a phone to keep in your purse in case of emergencies, this is it. After getting totally fed up with Tracfone, I bought this. It's easy to put money on (which was my gripe with Tracfone. With this phone you program in your credit card number and once a month I punch in $15. Case closed, so to speak), has good reception and battery life, and customer service, the one time I've needed it in almost a year, was great. It's not fancy, but it serves its purpose well. And it can be even fancier than I usually need it to be, with pictures and text. I just bought two for Christmas presents (for 9.99 elsewhere - don't pay Amazon prices!)",positive
"Thank you Samsung for guaranteeing I never buy another cell phone made by you. After 8 months of use, this phone started making beeps when I plugged in the charger and gave spurious warning messages that it had the ""wrong battery"", ""unsupported battery"", even though it would eventually usually recharge. I called Samsung warrantee service, and they made a ticket and UPS label to send in the battery. Within two weeks after I sent it in, they finished the service and sent me an email they had shipped out a replacement. After 3 weeks it hadn't arrived, and when I checked the tracking number, I discovered they'd mailed it to some guy in Florida, not Hawaii. It took me a month of multiple phone calls and submissions on the web to get Samsung Service in Plano, Texas, to send me another battery. When it arrived and I put it in the handset, it displayed the same malfunction. So the problem was in the handset, not the battery. I called Samsung and they told me to send in the handset without the battery or the door, which I did. Three weeks later, I get an email from Samsung that they have received the shipment and ""*** PLEASE DO NOT REPLY TO THIS EMAIL*** We regret to inform you that your Samsung ticket [#####] was rejected due to the following reason. REJECTED - INCOMPLETE KIT The original item will be shipped back to you unrepaired."" and in a separate email, ""Your product was shipped on 20101122 at 102557 EST."" That message, though, was completely erroneous. Nothing was shipped back to me. It was followed by ""We received your Samsung SCH-U350MBPVZW on 11/23/2010 at 12:41 EST"". A week later, I got another message, ""Problem found: LOCK UP DURING OPERATION (SW) SOFTWARE EMERGENCY RECOVERY Solution: S/W Updated Passed All Functional Testing"", and a week after that, the handset arrived back, and now appears to be working. Would I sign up again for such an experience with a cell phone malfunction? No. There were just too many mistakes made here for this to be a fluke. Something is systematically wrong with Samsung USA. I resurrected my Motorola with a cheap OEM battery I got online, which I will continue to use.",negative
"The Samsung Smooth Verizon prepaid phone shocked me when I realized that I bought this phone for $10.00 and I NEVER lose a signal no matter where I go. The phone takes pictures also. Not the best but that is not what I purchased the phone for. This phone has all that I need to communicate with others via text or calling. I can also access GPS, the internet, my emails, look up restraunts in surrounding areas and it has many more features that I did not even know was on the phone when I purchased it. What I also love about this phone is that I text over 1000 texts a month. I only pay $20.00 a month for a text bundle. I sometimes place calls which are short and to the point, less than 5 minutes, I hardly notice my balance dropping at all. The best part is my bill is around $20.00 a month compared to all of the other phones that I've owned which ended up being over $100.00 or closer to $200.00 and they always added in the fees for God only knows what. I love the Samsung Smooth with the Verizon service. Never lose a call or miss one, I can text all day long, every day for only $20.00 a month, and all of the extras that I described above. It is worth every cent that I pay for it.",positive
"I'm on my 3rd one with Verizon -- this one bought new as prepaid, had to wait 6 months to activate with regular Verizon (blocked before that). Excellent phone, but old technology means you can't backup or restore contacts -- verified at a Verizon store. Darn.",positive
This phone has lasted me three years and it's only now starting to cause me problems. And that's probably because I don't treat it too well. I'm most likely going to buy the same phone to replace it.,negative
"The Samsung Smooth has a great battery life and is built well. It is easy to learn and use and has good quality sound. It even has a decent signal at my house even though I live right on the border of a National Park. I get an excellent signal elsewhere. Remember, this is a great basic phone - it is not a Blackberry or a Droid. Bob - Akron OH",positive
"I don't know how I lost this amazing phone but I prefer THIS so-called ""old"" phone to the shiny new iphone. It really is a phenomenal device.",negative
The case is so smooth and tapered it is very hard to grasp to flip open. The keys are also hard to push you have to press just right.,negative
I purchased a Samsung Smooth Verizon cell phone about 7 months ago and remain very happy with it. I needed a cheap plain cell phone to carry with me when traveling and did not want to pay a monthly charge just to have an emergency phone. I put $100 worth of minutes on the phone when I purchased it and 7 months later still have $78 left. As for my limited use this phone has worked very well for me. I even purchased one for a friend to carry with them for emergencies.,positive
"I usually have no problems ordering through amazon. Very happy with your products. But, this one time, I was not satisfied. The phone was not damaged on the outside and you could use all your features. The problem I had is it would not stay charged. I would fully charge the phone, make one call and it would die. Than I could put the phone down for the night, fully charged, in the morning their would be no energy. I could not use this phone.",negative
"No stating that this phone has the old style charge connection,, of which is not compatible with the latest. Meaning- the cord does nt fit into any other amsung device.",positive
"Got the phone for my mom, she needed a cell phone to just make phone calls, she don't text. Received it took it down to Verizon Wireless and got it activated for her. Phone is great for her and there was no hassle activating the phone with Verizon Wireless. If needing a basic phone to use, I highly recommend this phone.",positive
"Brought this phone for my sister, it was her first phone ever. She had no problems with it. For a standard flip phone, it's pretty simplistic. Aside from texting and making calls there's not too much else you can do. Picture quality wasn't the greatest, but considering the price and type of phone, it really wasn't bad.",positive
"This phone is ideal for someone who needs a phone to use as a phone. The camera, texting and internet capabilities all work great, but the best part is that the phone does so well. Very satisfied.",positive
"I found out the hard way, that you can not activate the phone with carrier, only use with buying of prepaid cards ONLY. On all prepaid phone from Verizon.",negative
greatbphone. It is just what we were looking for. Thanks for sending so promptly. It is much appreciated. Thanks again,positive
We were warned by verizon not to buy outside their company because the others were not reliable. Well these phones are still being used and we loved them. they were pretty good.,positive
Several years old and still performing like it did the day we got it!,positive
Verizon wouldn't honor the phone,negative
Love me some trusty flip-phones!,positive
"This is a great phone for those like me who want an inexpensive phone with good sound. I appreciate a phone that is loud and clear enough to take phone calls in noisy places. The camera isn't all that hot, but better than most phones.The camera isn't important to me anyway. All in all a grat inexpensive phone.",positive
good phone,positive
phone works as expected. very low battery consumption,negative
Thank You,positive
I order it for my brother but he still said it was to small for him to see the numbers good but now i think he had my other brother to check it out and the setting was wrong on it but he is now not complaining so everything ok.,negative
Well worth the price and included a free $10 minutes card. Has all the functions I need and use. Economical.,positive
wrong item,negative
"This was a gift to be used for someone who doesn't use the phone often. It's durable, easy to function and serves the purpose well.",positive
Great little phone!,positive
I am sure the phone if fine but it did not work on our family plan. We sent it back and requested a refund.,positive
this phone is crap its prepaid and its 75$ and it doesnt even have unlimited features like what the heck ?!!?!,negative
Well i got this phone for my mother she happy with it. But I have had to use t a few times and the volume is low even when you have it turned all the way up. She only use it for phone calls because she doesn't text She can only read text when they come in if she hears it if not she has to ask some1 to retrieve it for her She almost 70,positive
1) I ordered two identical items. I received one item exactly as ordered and one with an extra attachment. It makes me want the 2nd attachment for the 2nd phone. 2) They arrived quickly and were packaged safely.,positive
I was amazed by how fast my phone was delivered. I received my phone within less than a week. I definitely recommend this seller. Thanks.,positive
This is a great phone i have had it for about a year no problems at all. I accually bought a different phone becuase i wanted a slide phone it has a better rating but its not near as good as this phone.the battery life is amazing last me 2-3 days of use. It has great sound quality. pretty much the best phone cuz there is little things about it that just make everything so easy to use. i give it a 6 out 5 i will buy again,positive
Worst Flip Phone I ever had. It is difficult to open and the sound is terrible. My old LG VX8300 is far better than this phone.,negative
"You can make calls whenever the phone doesn't slip out of your hand. Sound quality's fine, for the first few months. And then it starts to sound like everyone you call is cutting in and out. Are they having phone reception problems? Nope, it's your phone with the problem. The screen is a decent size for a phone at this price, but what's the point when you start getting extra lines across the screen after just a few months of use? The phone does tell time, though.",negative
This prepaid phone is good for emergency situations. Although i wish verizon gave more options with their prepaid plans. You cant get just talk anymore.,positive
"very good, no problems",positive
The phone is OK but the Verizon payment plan extracts a monthly payment whether you use the phone or not. I wasn't aware of the terms until my account was terminated and my $60 balance confiscated. All Verizon support would say was send us more money and we will reactivate your account. My recommendation: go to Walmart.,positive
When i first looked at the phone it was so bright it made my great grandma go blind. Everyday she would talk about a Giraffe chasing her. When i lift it it turned to celery.,positive
"This is a very basic phone, which is what I needed for my daughter going to camp. The ""Product Description"" says it includes $15 of airtime. When I didn't see the $15 in my account after activation I called AT&T, who said this phone does not include any airtime. I then called Amazon who confirmed the $15 airtime claim, but the Amazon rep told me I had to contact Samsung. Unfortunately, the number she gave me was for directory assistance.....I had to call India (I mean Amazon) back. Samsung said I had to deal with either Amazon or AT&T. I have since sent an inquiry to Amazon via email and will update this review. Sounds like someone is lying on the Amazon website. Update..... I just talked with Amazon who said they will give me $15 credit for future Amazon purchases, and will update the product description. When I asked why the 1st rep didn't offer the same solution, which would've saved me an hour of calling (and being on hold), he basically said that that was Amazon's policy and wanted the customer to exhaust all avenues. So, it's better to let customers do all of the legwork for an Amazon mistake and hope they are so frustrated that they simply give-up. Doesn't sound like good customer service to me.",positive
"We have 2 of these (my husband and I each have one) that we use in rural Alaska and they have lasted and lasted and lasted. Nice basic phone--nothing fancy if that's what you're looking for. Ours have been almost indestructible--great battery life, great reception, good size for fitting in a pocket, no screen on the outside to get scratched or broken. We have carried these while doing firewood, in and out of the boat in the ocean air, and dropped them more times than I can count. Trust me--if this was a flimsy phone my husband would have managed to break his a long time ago! We have had other inexpensive go phones that lasted a matter of weeks, not years like these have. I would HIGHLY recommend this phone to anyone who wants a durable, reliable phone that does what a phone is supposed to do.",positive
"Phone works off the AT&T network. After bringing the phone to AT&T, they said it is a 2G network phone which they do not support anymore since 2014. Therefore, the phone will not work with AT&T.",negative
"For my parents visiting, I ordered this phone from a vendor named ""classicsale10"". The shipping was fast. The phone is completely out of date but still meet the basics - calling and texting. The battery lasts long. And it feels good to touch the ""real keys"" again...touch screens are just cold and hard. I only hope this phone would have volume control...and the sound to be louder. Real problem is, the product detail said that this package contains $15 airtime credit. So I activated the phone...and, nothing. Then I waited to see if any msg will come later, like the other buyer said in his/her comment. A night was gone, and still nothing. Then I contacted the seller. They replied by saying that ""AT&T has withdrawn this $15 airtime credit for the devices launched in the market in recent times. The listing was created when the AT&T was giving the free airtime credit. "" Well, although I don't completely understand this but it's not my resposbility for the $15 loss. So after negotiation the seller quickly agreed to refund me $15 though they will lose money. Sorry about that. Blame AT&T, maybe. Anyways, it's a good deal.",positive
"Straight off: SIM card was a dud and had to be replaced at an AT & T store, where I should have gone in the first place. The manual icons are nearly impossible to make out; the menu is not straight-forward; and no mention is made about obtaining a phone number. I ""chatted"" with an on-line agent who was useless, essentially. I just needed an emergency car phone; so this seemed ideal. We'll see.",positive
"Used this as a holdover phone when my old one broke before I could upgrade to my next smartphone. Pros: - Is a phone. - Is cheap. - Good sound quality. Cons: - Doesn't withstand hammers? - Some people apparently have issues with the $15 credit not being applied. If you ask me, $30 for a phone is a great deal regardless.",positive
"This is a very basic cell phone that I purchased as a replacement for my son. He has no interest in taking photos or using the internet with his phone, so it is perfect for him. There is not much else to say about it, it's very basic and it works.",positive
"If you just want a basic phone for talking and you don't expect to talk for more than 80 minutes per month, this is the perfect phone for you. It is compact and simple to use. AT&T's GoPhone option of paying $100 for 1,000 minutes once a year cannot currently be beat.",positive
